OID_COUSUB_22|GEOID_COUSUB_22|NAMELSAD_COUSUB_22|AREALAND_COUSUB_22|AREAWATER_COUSUB_22|MTFCC_COUSUB_22|CLASSFP_COUSUB_22|FUNCSTAT_COUSUB_22|OID_BLKGRP_20|GEOID_BLKGRP_20|NAMELSAD_BLKGRP_20|AREALAND_BLKGRP_20|AREAWATER_BLKGRP_20|MTFCC_BLKGRP_20|FUNCSTAT_BLKGRP_20|AREALAND_PART|AREAWATER_PART
276901151027358|0911001080|Andover town|40012484|635900|G4040|T1|A|208701151005425|090135281001|Block Group 1|7370392|635900|G5030|S|7370392|635900
276901151027358|0911001080|Andover town|40012484|635900|G4040|T1|A|208701151005422|090135281002|Block Group 2|12633429|0|G5030|S|12633429|0
276901151027358|0911001080|Andover town|40012484|635900|G4040|T1|A|2087015503699305|090135281003|Block Group 3|12515970|0|G5030|S|12515970|0
276901151027358|0911001080|Andover town|40012484|635900|G4040|T1|A|2087015503699296|090135281004|Block Group 4|7492693|0|G5030|S|7492693|0
27690331919326|0911002060|Avon town|59982586|1118863|G4040|T1|A|20870331694084|090034621011|Block Group 1|1195447|102476|G5030|S|1195447|102476
27690331919326|0911002060|Avon town|59982586|1118863|G4040|T1|A|20870331693974|090034621012|Block Group 2|2694971|0|G5030|S|2694971|0
27690331919326|0911002060|Avon town|59982586|1118863|G4040|T1|A|20870331694137|090034621013|Block Group 3|2670664|3880|G5030|S|2670664|3880
27690331919326|0911002060|Avon town|59982586|1118863|G4040|T1|A|20870331694109|090034621014|Block Group 4|1144594|10100|G5030|S|1144594|10100
27690331919326|0911002060|Avon town|59982586|1118863|G4040|T1|A|20870331693944|090034621015|Block Group 5|3029911|5754|G5030|S|3029911|5754
27690331919326|0911002060|Avon town|59982586|1118863|G4040|T1|A|20870331694203|090034621021|Block Group 1|7611513|0|G5030|S|7611513|0
27690331919326|0911002060|Avon town|59982586|1118863|G4040|T1|A|20870331694175|090034621022|Block Group 2|3770330|307053|G5030|S|3770330|307053
27690331919326|0911002060|Avon town|59982586|1118863|G4040|T1|A|20870331694246|090034622011|Block Group 1|3187632|149267|G5030|S|3187632|149267
27690331919326|0911002060|Avon town|59982586|1118863|G4040|T1|A|20870331694281|090034622012|Block Group 2|10240165|92483|G5030|S|10240165|92483
27690331919326|0911002060|Avon town|59982586|1118863|G4040|T1|A|20870331694218|090034622013|Block Group 3|8581346|140681|G5030|S|8581346|140681
27690331919326|0911002060|Avon town|59982586|1118863|G4040|T1|A|208703716538151|090034622021|Block Group 1|4322797|75884|G5030|S|4322797|75884
27690331919326|0911002060|Avon town|59982586|1118863|G4040|T1|A|2087015504368666|090034622022|Block Group 2|11533216|231285|G5030|S|11533216|231285
27690331919327|0911004300|Berlin town|68147323|1744874|G4040|T1|A|2087015504368674|090034001011|Block Group 1|1879339|0|G5030|S|1879339|0
27690331919327|0911004300|Berlin town|68147323|1744874|G4040|T1|A|2087015504368446|090034001012|Block Group 2|9495364|168925|G5030|S|9495364|168925
27690331919327|0911004300|Berlin town|68147323|1744874|G4040|T1|A|2087015504368443|090034001021|Block Group 1|4807924|207381|G5030|S|4807924|207381
27690331919327|0911004300|Berlin town|68147323|1744874|G4040|T1|A|2087015504368673|090034001022|Block Group 2|3402864|21692|G5030|S|3402864|21692
27690331919327|0911004300|Berlin town|68147323|1744874|G4040|T1|A|20870331694563|090034002001|Block Group 1|6579488|16519|G5030|S|6579488|16519
27690331919327|0911004300|Berlin town|68147323|1744874|G4040|T1|A|208703716537695|090034002002|Block Group 2|13675651|461432|G5030|S|13675651|461432
27690331919327|0911004300|Berlin town|68147323|1744874|G4040|T1|A|208703716537677|090034002003|Block Group 3|12706390|459834|G5030|S|12706390|459834
27690331919327|0911004300|Berlin town|68147323|1744874|G4040|T1|A|2087015504368492|090034003001|Block Group 1|2943592|101520|G5030|S|2943592|101520
27690331919327|0911004300|Berlin town|68147323|1744874|G4040|T1|A|2087015504368440|090034003002|Block Group 2|1635013|0|G5030|S|1635013|0
27690331919327|0911004300|Berlin town|68147323|1744874|G4040|T1|A|2087015504368509|090034003003|Block Group 3|7880579|307571|G5030|S|7880579|307571
27690331919327|0911004300|Berlin town|68147323|1744874|G4040|T1|A|20870331694809|090034003004|Block Group 4|1363337|0|G5030|S|1363337|0
27690331919327|0911004300|Berlin town|68147323|1744874|G4040|T1|A|20870331694646|090034003005|Block Group 5|1777782|0|G5030|S|1777782|0
27690331919328|0911005910|Bloomfield town|67562264|430688|G4040|T1|A|20870331694848|090034711001|Block Group 1|761224|0|G5030|S|761224|0
27690331919328|0911005910|Bloomfield town|67562264|430688|G4040|T1|A|20870331695238|090034711002|Block Group 2|922125|0|G5030|S|922125|0
27690331919328|0911005910|Bloomfield town|67562264|430688|G4040|T1|A|20870331695273|090034711003|Block Group 3|1050719|0|G5030|S|1050719|0
27690331919328|0911005910|Bloomfield town|67562264|430688|G4040|T1|A|20870331694887|090034712001|Block Group 1|2556735|0|G5030|S|2556735|0
27690331919328|0911005910|Bloomfield town|67562264|430688|G4040|T1|A|208703716538172|090034712002|Block Group 2|3254383|0|G5030|S|3254383|0
27690331919328|0911005910|Bloomfield town|67562264|430688|G4040|T1|A|20870331695033|090034713001|Block Group 1|1360787|0|G5030|S|1360787|0
27690331919328|0911005910|Bloomfield town|67562264|430688|G4040|T1|A|20870331694997|090034713002|Block Group 2|2367242|0|G5030|S|2367242|0
27690331919328|0911005910|Bloomfield town|67562264|430688|G4040|T1|A|20870331694963|090034713003|Block Group 3|3940305|15251|G5030|S|3940305|15251
27690331919328|0911005910|Bloomfield town|67562264|430688|G4040|T1|A|20870331695070|090034713004|Block Group 4|1150134|0|G5030|S|1150134|0
27690331919328|0911005910|Bloomfield town|67562264|430688|G4040|T1|A|2087015504368680|090034714001|Block Group 1|6483324|55497|G5030|S|6483324|55497
27690331919328|0911005910|Bloomfield town|67562264|430688|G4040|T1|A|20870331695134|090034714002|Block Group 2|6920334|64067|G5030|S|6920334|64067
27690331919328|0911005910|Bloomfield town|67562264|430688|G4040|T1|A|2087019627621778|090034714003|Block Group 3|10593033|253459|G5030|S|10593033|253459
27690331919328|0911005910|Bloomfield town|67562264|430688|G4040|T1|A|2087015504368662|090034714004|Block Group 4|4589007|0|G5030|S|4589007|0
27690331919328|0911005910|Bloomfield town|67562264|430688|G4040|T1|A|2087019627621770|090034714005|Block Group 5|4862354|0|G5030|S|4862354|0
27690331919328|0911005910|Bloomfield town|67562264|430688|G4040|T1|A|208703716537953|090034715001|Block Group 1|3524653|0|G5030|S|3524653|0
27690331919328|0911005910|Bloomfield town|67562264|430688|G4040|T1|A|208703716537952|090034715002|Block Group 2|13225905|42414|G5030|S|13225905|42414
276901151027359|0911006260|Bolton town|37314557|766251|G4040|T1|A|208701151005428|090135291001|Block Group 1|7986493|90409|G5030|S|7986493|90409
276901151027359|0911006260|Bolton town|37314557|766251|G4040|T1|A|208701151005426|090135291002|Block Group 2|8549954|62366|G5030|S|8549954|62366
276901151027359|0911006260|Bolton town|37314557|766251|G4040|T1|A|208701151005430|090135291003|Block Group 3|9598429|612608|G5030|S|9598429|612608
276901151027359|0911006260|Bolton town|37314557|766251|G4040|T1|A|208701151005427|090135291004|Block Group 4|11179681|868|G5030|S|11179681|868
27690331919331|0911012270|Canton town|63676508|1137667|G4040|T1|A|20870331741350|090034641011|Block Group 1|7804317|0|G5030|S|7804317|0
27690331919331|0911012270|Canton town|63676508|1137667|G4040|T1|A|20870331741390|090034641012|Block Group 2|8721778|0|G5030|S|8721778|0
27690331919331|0911012270|Canton town|63676508|1137667|G4040|T1|A|20870331741431|090034641013|Block Group 3|9819209|0|G5030|S|9819209|0
27690331919331|0911012270|Canton town|63676508|1137667|G4040|T1|A|2087015504368679|090034641014|Block Group 4|13872041|0|G5030|S|13872041|0
27690331919331|0911012270|Canton town|63676508|1137667|G4040|T1|A|2087015504368663|090034641015|Block Group 5|12610762|50838|G5030|S|12610762|50838
27690331919331|0911012270|Canton town|63676508|1137667|G4040|T1|A|20870331741557|090034641021|Block Group 1|3649458|1038338|G5030|S|3649458|1038338
27690331919331|0911012270|Canton town|63676508|1137667|G4040|T1|A|20870331741473|090034641022|Block Group 2|1925897|0|G5030|S|1925897|0
27690331919331|0911012270|Canton town|63676508|1137667|G4040|T1|A|20870331741517|090034641023|Block Group 3|1311642|14039|G5030|S|1311642|14039
27690331919331|0911012270|Canton town|63676508|1137667|G4040|T1|A|2087015504368511|090034641024|Block Group 4|3961404|34452|G5030|S|3961404|34452
276901151027360|0911016400|Columbia town|55355051|1587988|G4040|T1|A|208701151005441|090138601001|Block Group 1|9746519|24911|G5030|S|9746519|24911
276901151027360|0911016400|Columbia town|55355051|1587988|G4040|T1|A|208701151005438|090138601002|Block Group 2|12659183|29950|G5030|S|12659183|29950
276901151027360|0911016400|Columbia town|55355051|1587988|G4040|T1|A|208701151005432|090138601003|Block Group 3|20422915|410971|G5030|S|20422915|410971
276901151027360|0911016400|Columbia town|55355051|1587988|G4040|T1|A|208701151005437|090138601004|Block Group 4|12526434|1122156|G5030|S|12526434|1122156
276901151027361|0911017800|Coventry town|97308019|1744460|G4040|T1|A|208701151005442|090138501001|Block Group 1|19982370|0|G5030|S|19982370|0
276901151027361|0911017800|Coventry town|97308019|1744460|G4040|T1|A|208701151005599|090138501002|Block Group 2|12450239|47320|G5030|S|12450239|47320
276901151027361|0911017800|Coventry town|97308019|1744460|G4040|T1|A|208701151007008|090138501003|Block Group 3|17313317|0|G5030|S|17313317|0
276901151027361|0911017800|Coventry town|97308019|1744460|G4040|T1|A|208701151014877|090138502001|Block Group 1|5064634|499212|G5030|S|5064634|499212
276901151027361|0911017800|Coventry town|97308019|1744460|G4040|T1|A|2087015503699235|090138502002|Block Group 2|9365211|38434|G5030|S|9365211|38434
276901151027361|0911017800|Coventry town|97308019|1744460|G4040|T1|A|208701151011350|090138502003|Block Group 3|18400787|1616|G5030|S|18400787|1616
276901151027361|0911017800|Coventry town|97308019|1744460|G4040|T1|A|2087015503699234|090138502004|Block Group 4|2549174|462643|G5030|S|2549174|462643
276901151027361|0911017800|Coventry town|97308019|1744460|G4040|T1|A|208701151016450|090138502005|Block Group 5|6570925|693520|G5030|S|6570925|693520
276901151027361|0911017800|Coventry town|97308019|1744460|G4040|T1|A|208701151013613|090138502006|Block Group 6|5611362|1715|G5030|S|5611362|1715
27690331919332|0911022070|East Granby town|45443300|261880|G4040|T1|A|20870331741719|090034701001|Block Group 1|8359083|62560|G5030|S|8359083|62560
27690331919332|0911022070|East Granby town|45443300|261880|G4040|T1|A|2087015504368580|090034701002|Block Group 2|1716238|25532|G5030|S|1716238|25532
27690331919332|0911022070|East Granby town|45443300|261880|G4040|T1|A|20870331741639|090034701003|Block Group 3|7290188|0|G5030|S|7290188|0
27690331919332|0911022070|East Granby town|45443300|261880|G4040|T1|A|208703716537745|090034701004|Block Group 4|11220944|45713|G5030|S|11220944|45713
27690331919332|0911022070|East Granby town|45443300|261880|G4040|T1|A|2087015504368508|090034701005|Block Group 5|3907031|128075|G5030|S|3907031|128075
27690331919332|0911022070|East Granby town|45443300|261880|G4040|T1|A|2087015504368515|090034701006|Block Group 6|10586209|0|G5030|S|10586209|0
27690331919332|0911022070|East Granby town|45443300|261880|G4040|T1|A|2087019627621791|090039800011|Block Group 1|2363607|0|G5030|S|2363607|0
27690331919333|0911022630|East Hartford town|46638315|1904155|G4040|T1|A|20870331741845|090035101001|Block Group 1|3245773|507182|G5030|S|3245773|507182
27690331919333|0911022630|East Hartford town|46638315|1904155|G4040|T1|A|20870331741936|090035102001|Block Group 1|1046397|141681|G5030|S|1046397|141681
27690331919333|0911022630|East Hartford town|46638315|1904155|G4040|T1|A|20870331741891|090035102002|Block Group 2|1857816|168244|G5030|S|1857816|168244
27690331919333|0911022630|East Hartford town|46638315|1904155|G4040|T1|A|20870331742052|090035103001|Block Group 1|527201|0|G5030|S|527201|0
27690331919333|0911022630|East Hartford town|46638315|1904155|G4040|T1|A|20870331742014|090035103002|Block Group 2|672571|0|G5030|S|672571|0
27690331919333|0911022630|East Hartford town|46638315|1904155|G4040|T1|A|20870331741974|090035103003|Block Group 3|1188262|0|G5030|S|1188262|0
27690331919333|0911022630|East Hartford town|46638315|1904155|G4040|T1|A|20870331742127|090035104001|Block Group 1|375885|0|G5030|S|375885|0
27690331919333|0911022630|East Hartford town|46638315|1904155|G4040|T1|A|20870331742090|090035104002|Block Group 2|248537|0|G5030|S|248537|0
27690331919333|0911022630|East Hartford town|46638315|1904155|G4040|T1|A|2087015504368689|090035104003|Block Group 3|229619|0|G5030|S|229619|0
27690331919333|0911022630|East Hartford town|46638315|1904155|G4040|T1|A|20870331742164|090035104004|Block Group 4|611174|0|G5030|S|611174|0
27690331919333|0911022630|East Hartford town|46638315|1904155|G4040|T1|A|2087015504368619|090035104005|Block Group 5|1237665|87828|G5030|S|1237665|87828
27690331919333|0911022630|East Hartford town|46638315|1904155|G4040|T1|A|20870331742237|090035105001|Block Group 1|1802542|0|G5030|S|1802542|0
27690331919333|0911022630|East Hartford town|46638315|1904155|G4040|T1|A|208703716538026|090035105002|Block Group 2|1825742|18483|G5030|S|1825742|18483
27690331919333|0911022630|East Hartford town|46638315|1904155|G4040|T1|A|2087015504368536|090035106001|Block Group 1|2177196|270400|G5030|S|2177196|270400
27690331919333|0911022630|East Hartford town|46638315|1904155|G4040|T1|A|20870331742350|090035106002|Block Group 2|714429|0|G5030|S|714429|0
27690331919333|0911022630|East Hartford town|46638315|1904155|G4040|T1|A|20870331742314|090035106003|Block Group 3|3717915|13303|G5030|S|3717915|13303
27690331919333|0911022630|East Hartford town|46638315|1904155|G4040|T1|A|20870331742426|090035106004|Block Group 4|411099|0|G5030|S|411099|0
27690331919333|0911022630|East Hartford town|46638315|1904155|G4040|T1|A|20870331742615|090035107001|Block Group 1|467081|0|G5030|S|467081|0
27690331919333|0911022630|East Hartford town|46638315|1904155|G4040|T1|A|20870331742575|090035107002|Block Group 2|1413563|0|G5030|S|1413563|0
27690331919333|0911022630|East Hartford town|46638315|1904155|G4040|T1|A|20870331742539|090035107003|Block Group 3|443549|0|G5030|S|443549|0
27690331919333|0911022630|East Hartford town|46638315|1904155|G4040|T1|A|20870331742499|090035107004|Block Group 4|937801|0|G5030|S|937801|0
27690331919333|0911022630|East Hartford town|46638315|1904155|G4040|T1|A|20870331742652|090035108001|Block Group 1|1786018|579025|G5030|S|1786018|579025
27690331919333|0911022630|East Hartford town|46638315|1904155|G4040|T1|A|20870331742693|090035108002|Block Group 2|453056|0|G5030|S|453056|0
27690331919333|0911022630|East Hartford town|46638315|1904155|G4040|T1|A|20870331742736|090035108003|Block Group 3|521746|0|G5030|S|521746|0
27690331919333|0911022630|East Hartford town|46638315|1904155|G4040|T1|A|20870331742909|090035109001|Block Group 1|1124822|0|G5030|S|1124822|0
27690331919333|0911022630|East Hartford town|46638315|1904155|G4040|T1|A|20870331742818|090035109002|Block Group 2|1471554|0|G5030|S|1471554|0
27690331919333|0911022630|East Hartford town|46638315|1904155|G4040|T1|A|20870331742862|090035109003|Block Group 3|630088|0|G5030|S|630088|0
27690331919333|0911022630|East Hartford town|46638315|1904155|G4040|T1|A|20870331743043|090035110001|Block Group 1|1185019|0|G5030|S|1185019|0
27690331919333|0911022630|East Hartford town|46638315|1904155|G4040|T1|A|20870331743005|090035110002|Block Group 2|1374617|0|G5030|S|1374617|0
27690331919333|0911022630|East Hartford town|46638315|1904155|G4040|T1|A|20870331742957|090035110003|Block Group 3|801662|0|G5030|S|801662|0
27690331919333|0911022630|East Hartford town|46638315|1904155|G4040|T1|A|2087015504368656|090035111001|Block Group 1|1671677|0|G5030|S|1671677|0
27690331919333|0911022630|East Hartford town|46638315|1904155|G4040|T1|A|20870331743094|090035111002|Block Group 2|1436491|16533|G5030|S|1436491|16533
27690331919333|0911022630|East Hartford town|46638315|1904155|G4040|T1|A|20870331743115|090035111003|Block Group 3|1026802|0|G5030|S|1026802|0
27690331919333|0911022630|East Hartford town|46638315|1904155|G4040|T1|A|20870331743132|090035112001|Block Group 1|440267|0|G5030|S|440267|0
27690331919333|0911022630|East Hartford town|46638315|1904155|G4040|T1|A|2087015504368688|090035112002|Block Group 2|797256|0|G5030|S|797256|0
27690331919333|0911022630|East Hartford town|46638315|1904155|G4040|T1|A|20870331743153|090035112003|Block Group 3|661854|59668|G5030|S|661854|59668
27690331919333|0911022630|East Hartford town|46638315|1904155|G4040|T1|A|20870331743200|090035113001|Block Group 1|791061|4238|G5030|S|791061|4238
27690331919333|0911022630|East Hartford town|46638315|1904155|G4040|T1|A|20870331743236|090035113002|Block Group 2|473933|37570|G5030|S|473933|37570
27690331919333|0911022630|East Hartford town|46638315|1904155|G4040|T1|A|20870331743219|090035113003|Block Group 3|487642|0|G5030|S|487642|0
27690331919333|0911022630|East Hartford town|46638315|1904155|G4040|T1|A|20870331743254|090035114001|Block Group 1|1500803|0|G5030|S|1500803|0
27690331919333|0911022630|East Hartford town|46638315|1904155|G4040|T1|A|20870331743273|090035114002|Block Group 2|2850130|0|G5030|S|2850130|0
27690331919334|0911024800|East Windsor town|67989003|1466611|G4040|T1|A|20870331743310|090034841001|Block Group 1|8227374|0|G5030|S|8227374|0
27690331919334|0911024800|East Windsor town|67989003|1466611|G4040|T1|A|2087015504368665|090034841002|Block Group 2|4127515|1001491|G5030|S|4127515|1001491
27690331919334|0911024800|East Windsor town|67989003|1466611|G4040|T1|A|208703716537792|090034841003|Block Group 3|7846380|0|G5030|S|7846380|0
27690331919334|0911024800|East Windsor town|67989003|1466611|G4040|T1|A|2087015504368625|090034841004|Block Group 4|1808220|295531|G5030|S|1808220|295531
27690331919334|0911024800|East Windsor town|67989003|1466611|G4040|T1|A|2087015504368549|090034841005|Block Group 5|11507006|0|G5030|S|11507006|0
27690331919334|0911024800|East Windsor town|67989003|1466611|G4040|T1|A|20870331743373|090034842001|Block Group 1|11612090|0|G5030|S|11612090|0
27690331919334|0911024800|East Windsor town|67989003|1466611|G4040|T1|A|20870331743356|090034842002|Block Group 2|12081099|80548|G5030|S|12081099|80548
27690331919334|0911024800|East Windsor town|67989003|1466611|G4040|T1|A|2087015504368724|090034842003|Block Group 3|5525896|13795|G5030|S|5525896|13795
27690331919334|0911024800|East Windsor town|67989003|1466611|G4040|T1|A|2087015504368521|090034842004|Block Group 4|5253423|75246|G5030|S|5253423|75246
276901151027362|0911025360|Ellington town|88164953|1380866|G4040|T1|A|2087015503699360|090135351011|Block Group 1|1999358|0|G5030|S|1999213|0
276901151027362|0911025360|Ellington town|88164953|1380866|G4040|T1|A|2087015503699298|090135351012|Block Group 2|8269926|23779|G5030|S|8269926|23779
276901151027362|0911025360|Ellington town|88164953|1380866|G4040|T1|A|2087015503699294|090135351013|Block Group 3|843453|0|G5030|S|843453|0
276901151027362|0911025360|Ellington town|88164953|1380866|G4040|T1|A|2087015503699300|090135351014|Block Group 4|2731868|0|G5030|S|2731751|0
276901151027362|0911025360|Ellington town|88164953|1380866|G4040|T1|A|2087015503699359|090135351015|Block Group 5|5132993|0|G5030|S|5132993|0
276901151027362|0911025360|Ellington town|88164953|1380866|G4040|T1|A|2087015503699358|090135351021|Block Group 1|3050951|0|G5030|S|3050951|0
276901151027362|0911025360|Ellington town|88164953|1380866|G4040|T1|A|2087015503699291|090135351022|Block Group 2|14296890|1848|G5030|S|14296890|1848
276901151027362|0911025360|Ellington town|88164953|1380866|G4040|T1|A|2087015503699353|090135351023|Block Group 3|8633192|0|G5030|S|8633192|0
276901151027362|0911025360|Ellington town|88164953|1380866|G4040|T1|A|208701151022141|090135352001|Block Group 1|1122517|0|G5030|S|1122517|0
276901151027362|0911025360|Ellington town|88164953|1380866|G4040|T1|A|208701151022170|090135352002|Block Group 2|11558219|713507|G5030|S|11558219|713507
276901151027362|0911025360|Ellington town|88164953|1380866|G4040|T1|A|208701151022137|090135352003|Block Group 3|9795548|641732|G5030|S|9795548|641732
276901151027362|0911025360|Ellington town|88164953|1380866|G4040|T1|A|208701151022138|090135352004|Block Group 4|20730300|0|G5030|S|20730300|0
27690331919335|0911025990|Enfield town|86292324|2446885|G4040|T1|A|20870331743474|090034803001|Block Group 1|670002|0|G5030|S|670002|0
27690331919335|0911025990|Enfield town|86292324|2446885|G4040|T1|A|20870331743457|090034803002|Block Group 2|2266320|0|G5030|S|2266320|0
27690331919335|0911025990|Enfield town|86292324|2446885|G4040|T1|A|20870331743812|090034804001|Block Group 1|1550593|0|G5030|S|1550593|0
27690331919335|0911025990|Enfield town|86292324|2446885|G4040|T1|A|20870331743793|090034804002|Block Group 2|2653564|0|G5030|S|2653564|0
27690331919335|0911025990|Enfield town|86292324|2446885|G4040|T1|A|20870331743500|090034805001|Block Group 1|2475852|338685|G5030|S|2475852|338685
27690331919335|0911025990|Enfield town|86292324|2446885|G4040|T1|A|20870331743531|090034805002|Block Group 2|1178367|0|G5030|S|1178367|0
27690331919335|0911025990|Enfield town|86292324|2446885|G4040|T1|A|208703716538080|090034806001|Block Group 1|406229|262474|G5030|S|406229|262474
27690331919335|0911025990|Enfield town|86292324|2446885|G4040|T1|A|20870331743888|090034806002|Block Group 2|389111|145598|G5030|S|389111|145598
27690331919335|0911025990|Enfield town|86292324|2446885|G4040|T1|A|208703716537978|090034806003|Block Group 3|568665|0|G5030|S|568665|0
27690331919335|0911025990|Enfield town|86292324|2446885|G4040|T1|A|208703716537977|090034806004|Block Group 4|381989|20506|G5030|S|381989|20506
27690331919335|0911025990|Enfield town|86292324|2446885|G4040|T1|A|20870331743939|090034807001|Block Group 1|1193725|0|G5030|S|1193725|0
27690331919335|0911025990|Enfield town|86292324|2446885|G4040|T1|A|20870331743917|090034807002|Block Group 2|1153320|358555|G5030|S|1153320|358555
27690331919335|0911025990|Enfield town|86292324|2446885|G4040|T1|A|20870331743738|090034808001|Block Group 1|2333950|0|G5030|S|2333950|0
27690331919335|0911025990|Enfield town|86292324|2446885|G4040|T1|A|20870331743600|090034808002|Block Group 2|3314292|0|G5030|S|3314292|0
27690331919335|0911025990|Enfield town|86292324|2446885|G4040|T1|A|20870331743554|090034808003|Block Group 3|2862488|7780|G5030|S|2862488|7780
27690331919335|0911025990|Enfield town|86292324|2446885|G4040|T1|A|20870331743571|090034808004|Block Group 4|4645797|0|G5030|S|4645797|0
27690331919335|0911025990|Enfield town|86292324|2446885|G4040|T1|A|20870331743755|090034809001|Block Group 1|5842613|0|G5030|S|5842613|0
27690331919335|0911025990|Enfield town|86292324|2446885|G4040|T1|A|20870331743657|090034810001|Block Group 1|3275923|0|G5030|S|3275923|0
27690331919335|0911025990|Enfield town|86292324|2446885|G4040|T1|A|20870331743639|090034810002|Block Group 2|16165897|15152|G5030|S|16165897|15152
27690331919335|0911025990|Enfield town|86292324|2446885|G4040|T1|A|20870331743849|090034811001|Block Group 1|2752604|0|G5030|S|2752604|0
27690331919335|0911025990|Enfield town|86292324|2446885|G4040|T1|A|20870331743831|090034811002|Block Group 2|2994993|0|G5030|S|2994993|0
27690331919335|0911025990|Enfield town|86292324|2446885|G4040|T1|A|20870331743866|090034812001|Block Group 1|2490600|380121|G5030|S|2490600|380121
27690331919335|0911025990|Enfield town|86292324|2446885|G4040|T1|A|2087015504368518|090034812002|Block Group 2|3645931|0|G5030|S|3645931|0
27690331919335|0911025990|Enfield town|86292324|2446885|G4040|T1|A|20870331743876|090034813001|Block Group 1|2716468|0|G5030|S|2716468|0
27690331919335|0911025990|Enfield town|86292324|2446885|G4040|T1|A|20870331743718|090034813002|Block Group 2|5117476|674135|G5030|S|5117476|674135
27690331919335|0911025990|Enfield town|86292324|2446885|G4040|T1|A|208703716537975|090035243001|Block Group 1|3096457|141934|G5030|S|3096457|141934
27690331919335|0911025990|Enfield town|86292324|2446885|G4040|T1|A|20870331743417|090035243002|Block Group 2|5441773|86119|G5030|S|5441773|86119
27690331919335|0911025990|Enfield town|86292324|2446885|G4040|T1|A|20870331743440|090035243003|Block Group 3|4707325|15826|G5030|S|4707325|15826
27690331919336|0911027600|Farmington town|72265587|2271280|G4040|T1|A|20870331743965|090034601001|Block Group 1|4471143|99289|G5030|S|4471143|99289
27690331919336|0911027600|Farmington town|72265587|2271280|G4040|T1|A|20870331743951|090034601002|Block Group 2|5408768|530290|G5030|S|5408768|530290
27690331919336|0911027600|Farmington town|72265587|2271280|G4040|T1|A|20870331744062|090034602021|Block Group 1|9068863|82879|G5030|S|9068863|82879
27690331919336|0911027600|Farmington town|72265587|2271280|G4040|T1|A|20870331744079|090034602022|Block Group 2|11121147|70162|G5030|S|11121147|70162
27690331919336|0911027600|Farmington town|72265587|2271280|G4040|T1|A|208703716537834|090034602031|Block Group 1|7277737|557149|G5030|S|7277737|557149
27690331919336|0911027600|Farmington town|72265587|2271280|G4040|T1|A|208703716537843|090034602032|Block Group 2|4673433|477566|G5030|S|4673433|477566
27690331919336|0911027600|Farmington town|72265587|2271280|G4040|T1|A|20870331744037|090034602041|Block Group 1|5077822|10636|G5030|S|5077822|10636
27690331919336|0911027600|Farmington town|72265587|2271280|G4040|T1|A|20870331744021|090034602042|Block Group 2|5206347|100858|G5030|S|5206347|100858
27690331919336|0911027600|Farmington town|72265587|2271280|G4040|T1|A|2087015504368449|090034602043|Block Group 3|2238727|0|G5030|S|2238727|0
27690331919336|0911027600|Farmington town|72265587|2271280|G4040|T1|A|2087015504368505|090034602044|Block Group 4|4550031|19618|G5030|S|4550031|19618
27690331919336|0911027600|Farmington town|72265587|2271280|G4040|T1|A|20870331744116|090034603011|Block Group 1|4201840|77572|G5030|S|4201840|77572
27690331919336|0911027600|Farmington town|72265587|2271280|G4040|T1|A|20870331744146|090034603012|Block Group 2|3299272|89468|G5030|S|3299272|89468
27690331919336|0911027600|Farmington town|72265587|2271280|G4040|T1|A|20870331744132|090034603021|Block Group 1|1086590|34459|G5030|S|1086590|34459
27690331919336|0911027600|Farmington town|72265587|2271280|G4040|T1|A|208703716538147|090034603022|Block Group 2|1390043|34288|G5030|S|1390043|34288
27690331919336|0911027600|Farmington town|72265587|2271280|G4040|T1|A|20870331744101|090034603023|Block Group 3|3193824|87046|G5030|S|3193824|87046
27690331919337|0911031240|Glastonbury town|132758374|2376010|G4040|T1|A|208703716537925|090035201001|Block Group 1|5910627|40631|G5030|S|5910627|40631
27690331919337|0911031240|Glastonbury town|132758374|2376010|G4040|T1|A|208703716537933|090035201002|Block Group 2|4126815|20900|G5030|S|4126815|20900
27690331919337|0911031240|Glastonbury town|132758374|2376010|G4040|T1|A|208703716538142|090035201003|Block Group 3|4508163|0|G5030|S|4508163|0
27690331919337|0911031240|Glastonbury town|132758374|2376010|G4040|T1|A|20870331744179|090035202011|Block Group 1|7394692|67497|G5030|S|7394692|67497
27690331919337|0911031240|Glastonbury town|132758374|2376010|G4040|T1|A|20870331744171|090035202012|Block Group 2|23235661|101630|G5030|S|23235661|101630
27690331919337|0911031240|Glastonbury town|132758374|2376010|G4040|T1|A|20870331744257|090035202021|Block Group 1|15686181|75143|G5030|S|15686181|75143
27690331919337|0911031240|Glastonbury town|132758374|2376010|G4040|T1|A|20870331744187|090035202022|Block Group 2|17145373|96671|G5030|S|17145373|96671
27690331919337|0911031240|Glastonbury town|132758374|2376010|G4040|T1|A|20870331744201|090035202023|Block Group 3|2395034|37819|G5030|S|2395034|37819
27690331919337|0911031240|Glastonbury town|132758374|2376010|G4040|T1|A|208703716538262|090035203011|Block Group 1|5738540|0|G5030|S|5738540|0
27690331919337|0911031240|Glastonbury town|132758374|2376010|G4040|T1|A|20870331744282|090035203012|Block Group 2|1663019|0|G5030|S|1663019|0
27690331919337|0911031240|Glastonbury town|132758374|2376010|G4040|T1|A|20870331744562|090035203021|Block Group 1|1814126|245666|G5030|S|1814126|245666
